Type,Date,Num,Source-Name,Part-Num,Item-Description,Location,Unit-Qty,Unit-Price,Cost,Cat1
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91390A552,"Alloy Steel Cup-Point Set Screw M6 x 1 mm Thread, 50 mm Long, 25pk",423.305,28.0,0.5448,15.254399999999999,Side Seal Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91390A552,"Alloy Steel Cup-Point Set Screw M6 x 1 mm Thread, 50 mm Long, 25pk",453.305,14.0,0.5448,7.627199999999999,Side Seal Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91390A552,"Alloy Steel Cup-Point Set Screw M6 x 1 mm Thread, 50 mm Long, 25pk",463.305,14.0,0.5448,7.627199999999999,Side Seal Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91390A552,"Alloy Steel Cup-Point Set Screw M6 x 1 mm Thread, 50 mm Long, 25pk",<Extra>,16.0,0.5448,8.7168,
Purchase Order,2023-09-15,55152.0,McMaster-Carr Supply Co.,91390A552,"Alloy Steel Cup-Point Set Screw M6 x 1 mm Thread, 50 mm Long, 25pk",<Extra>,50.0,0.5448,27.24,
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91455A611,"Zinc-Plated†Class†10.9†Steel†Washer,†M6 Screw Size",654.305,2.0,0.1379,0.2758,Cap Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91455A611,"Zinc-Plated†Class†10.9†Steel†Washer,†M6 Screw Size",655.303,2.0,0.1379,0.2758,Cap Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91455A611,"Zinc-Plated†Class†10.9†Steel†Washer,†M6 Screw Size",664.305,2.0,0.1379,0.2758,Cap Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91455A611,"Zinc-Plated†Class†10.9†Steel†Washer,†M6 Screw Size",665.303,2.0,0.1379,0.2758,Cap Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91455A611,"Zinc-Plated†Class†10.9†Steel†Washer,†M6 Screw Size",<Extra>,92.0,0.1379,12.6868,
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91455A612,91455A612_Zinc-Plated Class 10.9 Steel Washer for M8,653.306,2.0,0.1414,0.2828,Cap Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91455A612,91455A612_Zinc-Plated Class 10.9 Steel Washer for M8,663.306,2.0,0.1414,0.2828,Cap Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91455A612,91455A612_Zinc-Plated Class 10.9 Steel Washer for M8,<Extra>,46.0,0.1414,6.5043999999999995,
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91455A613,"Zinc-Plated Class 10.9 Steel Washer, M10 Screw Size, 50pk",241.316,4.0,0.2482,0.9928,Unwind/Punch Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91455A613,"Zinc-Plated Class 10.9 Steel Washer, M10 Screw Size, 50pk",341.316,25.0,0.2482,6.205,Spout Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91455A613,"Zinc-Plated Class 10.9 Steel Washer, M10 Screw Size, 50pk",346.308,10.0,0.2482,2.482,Spout Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91455A613,"Zinc-Plated Class 10.9 Steel Washer, M10 Screw Size, 50pk",<Extra>,11.0,0.2482,2.7302,
Purchase Order,2023-10-05,55193.0,McMaster-Carr Supply Co.,91458A116,"Threadlocker  LoctiteÆ 243, 1.69 FL. oz Bottle",,1.0,46.71,46.71,
Purchase Order,2023-09-07,55127.0,McMaster-Carr Supply Co.,91502A153,"Blue Alloy Steel Socket Head Cap Screw, M5 Thread Size, 45mm Long, 0.8mm Pitch, packs of 50",,1.0,15.14,15.14,
Purchase Order,2023-09-07,55127.0,McMaster-Carr Supply Co.,91502A178,"Blue-Dyed Zinc-Plated Alloy Steel Socket Head Screw, M6 x 1 mm Thread, 70 mm Long, PKG 25",,2.0,16.58,33.16,
Purchase Order,2023-09-11,55141.0,McMaster-Carr Supply Co.,91502A258,"Blue-Dyed Zinc-Plated Alloy Steel Socket Head Screw, M12 x 1.75 mm Thread, 150 mm Long, PKG 5",,4.0,17.13,68.52,
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A452,"Alloy Steel Dowel Pin, 6mm Diameter, 20mm Long, PKG 25",654.306,2.0,0.36560000000000004,0.7312000000000001,Cap Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A452,"Alloy Steel Dowel Pin, 6mm Diameter, 20mm Long, PKG 25",664.306,2.0,0.36560000000000004,0.7312000000000001,Cap Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A452,"Alloy Steel Dowel Pin, 6mm Diameter, 20mm Long, PKG 25",<Extra>,21.0,0.36560000000000004,7.677600000000001,
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A479,"Dowel Pin 52100 Alloy Steel, 6 mm Diameter, 45 mm Long, 10pk",<Extra>,20.0,1.041,20.82,
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A579,"Dowel Pin 52100 Alloy Steel, 8 mm Diameter, 50 mm Long, 10pk",341.315,8.0,1.302,10.416,Spout Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A579,"Dowel Pin 52100 Alloy Steel, 8 mm Diameter, 50 mm Long, 10pk",640.312,8.0,1.302,10.416,Cap Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A579,"Dowel Pin 52100 Alloy Steel, 8 mm Diameter, 50 mm Long, 10pk",<Extra>,4.0,1.302,5.208,
Purchase Order,2023-08-25,55107.0,McMaster-Carr Supply Co.,91595A579,"Dowel Pin 52100 Alloy Steel, 8 mm Diameter, 50 mm Long, 10pk",<Extra>,20.0,1.302,26.04,
Purchase Order,2023-09-15,55152.0,McMaster-Carr Supply Co.,91595A579,"Dowel Pin 52100 Alloy Steel, 8 mm Diameter, 50 mm Long, 10pk",<Extra>,20.0,1.302,26.04,
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A636,"Alloy Steel Dowel Pin, 10mm Diameter, 16mm Long",740.303,8.0,1.4369999999999998,11.495999999999999,Delivery/Cutoff Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A636,"Alloy Steel Dowel Pin, 10mm Diameter, 16mm Long",<Extra>,2.0,1.4369999999999998,2.8739999999999997,
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A640,"Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK",113.303,8.0,0.775,6.2,Main Frame
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A640,"Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK",114.303,4.0,0.775,3.1,Main Frame
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A640,"Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK",115.303,4.0,0.775,3.1,Main Frame
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A640,"Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK",140.311,4.0,0.775,3.1,Main Frame
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A640,"Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK",211.301,24.0,0.775,18.6,Unwind/Punch Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A640,"Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK",241.314,4.0,0.775,3.1,Unwind/Punch Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A640,"Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK",310.306,4.0,0.775,3.1,Spout Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A640,"Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK",341.313,8.0,0.775,6.2,Spout Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A640,"Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK",472.302,48.0,0.775,37.2,Side Seal Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A640,"Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK",610.302,4.0,0.775,3.1,Cap Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A640,"Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK",710.303,4.0,0.775,3.1,Delivery/Cutoff Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A640,"Metric Alloy Steel Dowel Pin M10 Diameter, 20 mm Length, 10PK",<Extra>,4.0,0.775,3.1,
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A649,"Dowel Pin 52100 Alloy Steel, 10 mm Diameter, 30 mm Long, 10pk",130.318,24.0,1.291,30.983999999999998,Main Frame
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91595A649,"Dowel Pin 52100 Alloy Steel, 10 mm Diameter, 30 mm Long, 10pk",230.314,16.0,1.291,20.656,Unwind/Punch Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91611A410,"Slotted Spring Pins Spring Steel, 6mm Diameter, 30mm Long, for 6-6.2mm Hole, 50pk",414.301,32.0,0.2184,6.9888,Side Seal Station
Purchase Order,2023-08-24,55088.0,McMaster-Carr Supply Co.,91611A410,"Slotted Spring Pins Spring Steel, 6mm Diameter, 30mm Long, for 6-6.2mm Hole, 50pk",<Extra>,18.0,0.2184,3.9312,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,92095A185,"Button Head Hex Drive Screw Passivated 18-8 Stainless Steel, M3 x 0.50 mm Thread, 20mm Long, 50pk",342.322,8.0,0.106,0.848,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,92095A185,"Button Head Hex Drive Screw Passivated 18-8 Stainless Steel, M3 x 0.50 mm Thread, 20mm Long, 50pk",<Extra>,42.0,0.106,4.452,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,92168A103,"18-8 Stainless Steel Single-Wave Washer for M4 Screw Size, 4.3 mm ID, 9 mm OD, 100pk",342.312,8.0,0.0775,0.62,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,92168A103,"18-8 Stainless Steel Single-Wave Washer for M4 Screw Size, 4.3 mm ID, 9 mm OD, 100pk",<Extra>,92.0,0.0775,7.13,
Purchase Order,2023-08-22,55086.0,McMaster-Carr Supply Co.,92240A399,"18-8 Stainless Steel Hex Head Screw  7/16""-20 Thread Size, 3/4"" Long, PKG 5",,1.0,3.92,3.92,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,92510A829,"Aluminum Unthreaded Spacer 1"" OD, 1-1/2"" Length, 1/2"" Screw Size",216.304,4.0,10.68,42.72,Unwind/Punch Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,92625A135,"Stainless Steel Wing-Head Thumb Screw M6 x 1 mm Thread Size, 50 mm Long",654.307,3.0,5.43,16.29,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,92625A135,"Stainless Steel Wing-Head Thumb Screw M6 x 1 mm Thread Size, 50 mm Long",664.307,3.0,5.43,16.29,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,92661A751,"Aluminum Shim, .063"" Thick, 1"" ID, 1-1/2"" OD, packs of 10",216.306,4.0,0.805,3.22,Unwind/Punch Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,92661A751,"Aluminum Shim, .063"" Thick, 1"" ID, 1-1/2"" OD, packs of 10",<Extra>,6.0,0.805,4.83,
Purchase Order,2023-09-07,55127.0,McMaster-Carr Supply Co.,92832A572,"Zinc-Plated Steel Button Head Torx Screws  Class 8.8, M4 x 0.7 mm Thread, 40 mm Long, PKG 10",,5.0,5.55,27.75,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,92981A106,"Alloy Steel Shoulder Screws 6 mm Shoulder Diameter, 40 mm Shoulder Length, M5 x 0.8 mm Thread",216.311,4.0,2.1,8.4,Unwind/Punch Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,92981A405,"Alloy Steel Shoulder Screws 12 mm Shoulder Diameter, 30 mm Shoulder Length, M10 x 1.5 mm Thread",130.319,12.0,4.71,56.519999999999996,Main Frame
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,92981A405,"Alloy Steel Shoulder Screws 12 mm Shoulder Diameter, 30 mm Shoulder Length, M10 x 1.5 mm Thread",230.320,8.0,4.71,37.68,Unwind/Punch Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,92981A405,"Alloy Steel Shoulder Screws 12 mm Shoulder Diameter, 30 mm Shoulder Length, M10 x 1.5 mm Thread",<Extra>,4.0,4.71,18.84,
Purchase Order,2023-09-27,55167.0,McMaster-Carr Supply Co.,92981A746,"Alloy Steel Shoulder Screws  4 mm Shoulder Diameter, 30 mm Shoulder Length, M3 x 0.5 mm Thread",540.303,6.0,3.2,19.200000000000003,Cross Seal Station
Purchase Order,2023-08-29,55113.0,McMaster-Carr Supply Co.,92981A809,"Alloy Steel Shoulder Screws, 13 mm Shoulder Diameter, 30 mm Shoulder Length, M10 x 1.5 mm Thread",212.302,4.0,10.98,43.92,Unwind/Punch Station
Purchase Order,2023-09-20,55161.0,McMaster-Carr Supply Co.,93245A225,"Alloy Steel Flat-Tip Set Screws, M5 x 0.8 mm Thread, 12 mm Long, PKG 50",,2.0,10.27,20.54,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93245A435,"Alloy Steel Flat-Tip Set Screws M8 x 1.25 mm Thread, 6 mm Long",656.307,4.0,0.23800000000000002,0.9520000000000001,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93245A435,"Alloy Steel Flat-Tip Set Screws M8 x 1.25 mm Thread, 6 mm Long",<Extra>,46.0,0.23800000000000002,10.948,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93245A440,"Alloy Steel Flat-Tip Set Screws M8 x 1.25 mm Thread, 80 mm Long, 5pk",130.316,12.0,2.9539999999999997,35.44799999999999,Main Frame
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93245A440,"Alloy Steel Flat-Tip Set Screws M8 x 1.25 mm Thread, 80 mm Long, 5pk",230.315,8.0,2.9539999999999997,23.631999999999998,Unwind/Punch Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93580A716,"Press-Fit Studs 18-8 Stainless Steel, M5 x 0.8 mm Thread, 15 mm Long, PEM Fhs-M5-15, 25pk",332.308,8.0,0.45799999999999996,3.6639999999999997,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93580A716,"Press-Fit Studs 18-8 Stainless Steel, M5 x 0.8 mm Thread, 15 mm Long, PEM Fhs-M5-15, 25pk",333.308,8.0,0.45799999999999996,3.6639999999999997,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93580A716,"Press-Fit Studs 18-8 Stainless Steel, M5 x 0.8 mm Thread, 15 mm Long, PEM Fhs-M5-15, 25pk",632.305,16.0,0.45799999999999996,7.327999999999999,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93580A716,"Press-Fit Studs 18-8 Stainless Steel, M5 x 0.8 mm Thread, 15 mm Long, PEM Fhs-M5-15, 25pk",633.305,16.0,0.45799999999999996,7.327999999999999,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93580A716,"Press-Fit Studs 18-8 Stainless Steel, M5 x 0.8 mm Thread, 15 mm Long, PEM Fhs-M5-15, 25pk",<Extra>,2.0,0.45799999999999996,0.9159999999999999,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93600A822,"316 Stainless Steel Dowel Pin 10mm Diameter, 20mm Long",331.303,4.0,3.09,12.36,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93600A822,"316 Stainless Steel Dowel Pin 10mm Diameter, 20mm Long",631.303,4.0,3.09,12.36,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93625A200,"18-8 Stainless Steel Nylon-Insert Locknut M5 x 0.8 mm Thread, 8 mm Wide, 5 mm High, 100pk",332.310,8.0,0.0877,0.7016,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93625A200,"18-8 Stainless Steel Nylon-Insert Locknut M5 x 0.8 mm Thread, 8 mm Wide, 5 mm High, 100pk",333.310,8.0,0.0877,0.7016,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93625A200,"18-8 Stainless Steel Nylon-Insert Locknut M5 x 0.8 mm Thread, 8 mm Wide, 5 mm High, 100pk",632.307,16.0,0.0877,1.4032,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93625A200,"18-8 Stainless Steel Nylon-Insert Locknut M5 x 0.8 mm Thread, 8 mm Wide, 5 mm High, 100pk",633.307,16.0,0.0877,1.4032,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93625A200,"18-8 Stainless Steel Nylon-Insert Locknut M5 x 0.8 mm Thread, 8 mm Wide, 5 mm High, 100pk",<Extra>,52.0,0.0877,4.5604,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93680A532,"T-Handle Locking Quick-Release Pin with Lanyard, 10 mm Diameter, 100 mm Usable Length",130.320,0.0,56.87,0.0,Main Frame
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93680A532,"T-Handle Locking Quick-Release Pin with Lanyard, 10 mm Diameter, 100 mm Usable Length",<Extra>,6.0,56.87,341.21999999999997,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93849A101,"18-8 Stainless Steel Oversized Washer for M3 Screw Size, 3.2 mm ID, 8 mm OD",343.320,4.0,1.14,4.56,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,93849A101,"18-8 Stainless Steel Oversized Washer for M3 Screw Size, 3.2 mm ID, 8 mm OD",344.320,4.0,1.14,4.56,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94500A266,"316 Stainless Steel Button Head Hex Drive Screws M3 x 0.5mm Thread, 20mm Long, 100pk",343.317,4.0,0.07730000000000001,0.30920000000000003,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94500A266,"316 Stainless Steel Button Head Hex Drive Screws M3 x 0.5mm Thread, 20mm Long, 100pk",344.317,4.0,0.07730000000000001,0.30920000000000003,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94500A266,"316 Stainless Steel Button Head Hex Drive Screws M3 x 0.5mm Thread, 20mm Long, 100pk",<Extra>,92.0,0.07730000000000001,7.111600000000001,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94510A045,"Brass Press-Fit Expansion Insert for Plastics without Flange, M5 x 0.8 Internal Thread, 9.5mm Lo...",655.302,2.0,0.3404,0.6808,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94510A045,"Brass Press-Fit Expansion Insert for Plastics without Flange, M5 x 0.8 Internal Thread, 9.5mm Lo...",665.302,2.0,0.3404,0.6808,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94510A045,"Brass Press-Fit Expansion Insert for Plastics without Flange, M5 x 0.8 Internal Thread, 9.5mm Lo...",<Extra>,21.0,0.3404,7.1484,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94510A250,"MCM 94510A250 Brass Screw to Expand Insert for Plastic, M5x0.8",632.310,4.0,0.2352,0.9408,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94510A250,"MCM 94510A250 Brass Screw to Expand Insert for Plastic, M5x0.8",633.310,6.0,0.2352,1.4112,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94510A250,"MCM 94510A250 Brass Screw to Expand Insert for Plastic, M5x0.8",<Extra>,15.0,0.2352,3.528,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94595A238,MCM 94595A238 All Threaded Rod M4x0.7 50mm L,331.307,2.0,1.718,3.436,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94595A238,MCM 94595A238 All Threaded Rod M4x0.7 50mm L,631.307,2.0,1.718,3.436,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94595A238,MCM 94595A238 All Threaded Rod M4x0.7 50mm L,<Extra>,1.0,1.718,1.718,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94669A171,"MCM 94669A171 Al Unthreaded Spacer, M5, 13mm OD, 8mm L",,16.0,1.11,17.76,
<Stock>,,,,94669A171 ,"MCM 94669A171 Al Unthreaded Spacer, M5, 13mm OD, 8mm L",632.308,4.0,0.0,0.0,Cap Station
<Stock>,,,,94669A171 ,"MCM 94669A171 Al Unthreaded Spacer, M5, 13mm OD, 8mm L",633.308,8.0,0.0,0.0,Cap Station
<Stock>,,,,94669A171 ,"MCM 94669A171 Al Unthreaded Spacer, M5, 13mm OD, 8mm L",634.306,4.0,0.0,0.0,Cap Station
Purchase Order,2023-09-27,55167.0,McMaster-Carr Supply Co.,94669A177,"Aluminum Unthreaded Spacer, 13 mm OD, 13 mm Long, for M5 Screw Size",120.304,6.0,1.16,6.959999999999999,Main Frame
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94669A196,94669A196_Aluminum Unthreaded Spacer,653.307,4.0,2.79,11.16,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94669A208,"Aluminum Unthreaded Spacer, 13 mm OD, 51 mm Long, for M6 Screw Size",663.307,4.0,3.28,13.12,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94669A304,"Aluminum Unthreaded Spacer 4.500 mm OD, 7 mm Long, for M3 Screw Size",342.309,8.0,1.37,10.96,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,94708A213,"Hot-Dipped Galvanized Steel with Neoprene Sealing Washer, for Number 12 Screw Size, 0.24"" ID, 0....",,4.0,6.56,26.24,
Purchase Order,2023-09-15,55152.0,McMaster-Carr Supply Co.,94708A213,"Hot-Dipped Galvanized Steel with Neoprene Sealing Washer, for Number 12 Screw Size, 0.24"" ID, 0....",,1.0,6.56,6.56,
Purchase Order,2023-09-27,55167.0,McMaster-Carr Supply Co.,94708A213,"Hot-Dipped Galvanized Steel with Neoprene Sealing Washer, for Number 12 Screw Size, 0.24"" ID, 0....",,1.0,6.56,6.56,
<Stock>,,,,94708A213 ,"Hot-Dipped Galvanized Steel with Neoprene Sealing Washer for Number 12 Screw Size, 0.24"" ID, 0.5"" OD, 100pk",120.303,169.0,0.0,0.0,Main Frame
<Stock>,,,,94708A213 ,"Hot-Dipped Galvanized Steel with Neoprene Sealing Washer for Number 12 Screw Size, 0.24"" ID, 0.5"" OD, 100pk",150.302,264.0,0.0,0.0,Main Frame
<Stock>,,,,94708A213 ,"Hot-Dipped Galvanized Steel with Neoprene Sealing Washer for Number 12 Screw Size, 0.24"" ID, 0.5"" OD, 100pk",210.302,108.0,0.0,0.0,Unwind/Punch Station
<Stock>,,,,94708A213 ,"Hot-Dipped Galvanized Steel with Neoprene Sealing Washer for Number 12 Screw Size, 0.24"" ID, 0.5"" OD, 100pk",290.302,24.0,0.0,0.0,Unwind/Punch Station
Purchase Order,2023-08-25,55107.0,McMaster-Carr Supply Co.,95245A155,"Grade B7 Medium-Strength Steel Threaded Rod, Fine-Thread, M20 x 1.5 mm Thread, 1 M Long",,1.0,149.08,149.08,
Purchase Order,2023-06-16,54941.0,Automation Direct,95584035,"WERMA bulb, incandescent, replacement, 24 VDC, BA15d bayonet, clear/white, 5W.",002.308,3.0,8.25,24.75,Unwind/Punch Station
Purchase Order,2023-06-16,54941.0,Automation Direct,95584035,"WERMA bulb, incandescent, replacement, 24 VDC, BA15d bayonet, clear/white, 5W.",009.315,3.0,8.25,24.75,Delivery/Cutoff Station
Purchase Order,2023-06-16,54941.0,Automation Direct,95584035,"WERMA bulb, incandescent, replacement, 24 VDC, BA15d bayonet, clear/white, 5W.",<Extra>,4.0,8.25,33.0,
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,95610A019,"Nylon Plastic Washer for M6 Screw Size, 6.5 mm ID, 17.8 mm OD, Off-White, 25pk",332.306,6.0,0.22,1.32,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,95610A019,"Nylon Plastic Washer for M6 Screw Size, 6.5 mm ID, 17.8 mm OD, Off-White, 25pk",333.306,6.0,0.22,1.32,Spout Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,95610A019,"Nylon Plastic Washer for M6 Screw Size, 6.5 mm ID, 17.8 mm OD, Off-White, 25pk",632.304,4.0,0.22,0.88,Cap Station
Purchase Order,2023-08-24,55089.0,McMaster-Carr Supply Co.,95610A019,"Nylon Plastic Washer for M6 Screw Size, 6.5 mm ID, 17.8 mm OD, Off-White, 25pk",633.304,6.0,0.22,1.32,Cap Station
